nodeId,dstNodeId,dstPortId,outPorts,metrics
0,103,14,14,5
0,104,14,14,5
0,105,14,14,5
0,106,14,14,5
0,107,14,14,5
0,108,14,14,5
0,109,14,14,5
0,110,14,14,5
0,111,14,14,5
0,112,14,14,5
0,113,14,14,5
0,114,14,14,5
0,115,14,14,5
0,116,14,14,5
0,117,14,14,5
0,118,14,14,5
0,119,14,14,5
0,120,14,14,5
0,121,14,14,5
0,122,14,14,5
0,123,14,14,5
0,124,14,14,5
0,125,14,14,5
0,126,14,14,5
0,127,14,14,5
0,128,14,14,5
0,129,14,14,5
0,130,14,14,5
0,131,14,14,5
0,132,14,14,5
0,133,14,14,5
0,134,14,14,5
0,135,14,14,5
0,136,14,14,5
0,137,14,14,5
0,138,14,14,5
0,139,14,14,5
0,140,14,14,5
0,141,14,14,5
0,142,14,14,5
0,143,14,14,5
0,144,14,14,5
0,145,14,14,5
0,146,14,14,5
0,147,14,14,5
0,148,14,14,5
0,149,14,14,5
0,150,14,14,5
0,151,14,14,5
0,152,14,14,5
0,153,14,14,5
0,154,14,14,5
0,155,14,14,5
0,156,14,14,5
0,157,14,14,5
0,158,14,14,5
0,159,14,14,5
0,160,14,14,5
0,161,14,14,5
0,162,14,14,5
0,163,14,14,5
0,164,14,14,5
0,165,14,14,5
0,166,14,14,5
0,167,14,14,5
0,168,14,14,5
0,169,14,14,5
0,170,14,14,5
0,171,14,14,5
0,172,14,14,5
0,173,14,14,5
0,174,14,14,5
0,175,14,14,5
0,176,14,14,5
0,177,14,14,5
0,178,14,14,5
0,179,14,14,5
0,180,14,14,5
0,181,14,14,5
0,182,14,14,5
0,183,14,14,5
0,184,14,14,5
0,185,14,14,5
0,186,14,14,5
0,187,14,14,5
0,188,14,14,5
0,189,14,14,5
0,190,14,14,5
0,191,14,14,5
0,192,14,14,5
0,193,14,14,5
0,194,14,14,5
0,195,14,14,5
0,196,14,14,5
0,197,14,14,5
0,198,14,14,5
0,199,14,14,5
0,200,14,14,5
0,201,14,14,5
0,202,14,14,5
0,203,14,14,5
0,204,14,14,5
0,205,14,14,5
0,206,14,14,5
0,207,14,14,5
0,208,14,14,5
0,209,14,14,5
0,210,14,14,5
0,211,14,14,5
0,212,14,14,5
0,213,14,14,5
0,214,14,14,5
0,215,14,14,5
0,216,14,14,5
0,217,14,14,5
0,218,14,14,5
0,219,14,14,5
0,220,14,14,5
0,221,14,14,5
0,222,14,14,5
0,223,14,14,5
0,224,14,14,5
0,225,14,14,5
0,226,14,14,5
0,227,14,14,5
0,228,14,14,5
0,229,14,14,5
0,230,14,14,5
0,231,14,14,5
0,232,14,14,5
0,233,14,14,5
0,234,14,14,5
0,235,14,14,5
0,236,14,14,5
0,237,14,14,5
0,238,14,14,5
0,239,14,14,5
0,240,14,14,5
0,241,14,14,5
0,242,14,14,5
0,243,14,14,5
0,244,14,14,5
0,245,14,14,5
0,246,14,14,5
0,247,14,14,5
0,248,14,14,5
0,249,14,14,5
0,250,14,14,5
0,251,14,14,5
0,252,14,14,5
0,253,14,14,5
0,254,14,14,5
0,255,14,14,5
1,0,0,0,1
1,2,1,1,1
1,3,1,2,1
1,4,1,3,1
1,5,1,4,1
1,6,1,5,1
1,7,1,6,1
1,8,0,0,2
1,8,1,7,2
1,9,0,7,1
1,10,0,1,2
1,10,2,7,2
1,11,0,2,2
1,11,2,7,2
1,12,0,3,2
1,12,2,7,2
1,13,0,4,2
1,13,2,7,2
1,14,0,5,2
1,14,2,7,2
1,15,0,6,2
1,15,2,7,2
1,16,0,0,2
1,16,2,8,2
1,17,0,8,1
1,18,0,1,2
1,18,3,8,2
1,19,0,2,2
1,19,3,8,2
1,20,0,3,2
1,20,3,8,2
1,21,0,4,2
1,21,3,8,2
1,22,0,5,2
1,22,3,8,2
1,23,0,6,2
1,23,3,8,2
1,24,0,0,2
1,24,3,9,2
1,25,0,9,1
1,26,0,1,2
1,26,4,9,2
1,27,0,2,2
1,27,4,9,2
1,28,0,3,2
1,28,4,9,2
1,29,0,4,2
1,29,4,9,2
1,30,0,5,2
1,30,4,9,2
1,31,0,6,2
1,31,4,9,2
1,32,0,0,2
1,32,4,10,2
1,33,0,10,1
1,34,0,1,2
1,34,5,10,2
1,35,0,2,2
1,35,5,10,2
1,36,0,3,2
1,36,5,10,2
1,37,0,4,2
1,37,5,10,2
1,38,0,5,2
1,38,5,10,2
1,39,0,6,2
1,39,5,10,2
1,40,0,0,2
1,40,5,11,2
1,41,0,11,1
1,42,0,1,2
1,42,6,11,2
1,43,0,2,2
1,43,6,11,2
1,44,0,3,2
1,44,6,11,2
1,45,0,4,2
1,45,6,11,2
1,46,0,5,2
1,46,6,11,2
1,47,0,6,2
1,47,6,11,2
1,48,0,0,2
1,48,6,12,2
1,49,0,12,1
1,50,0,1,2
1,50,7,12,2
1,51,0,2,2
1,51,7,12,2
1,52,0,3,2
1,52,7,12,2
1,53,0,4,2
1,53,7,12,2
1,54,0,5,2
1,54,7,12,2
1,55,0,6,2
1,55,7,12,2
1,56,0,0,2
1,56,7,13,2
1,57,0,13,1
1,58,0,1,2
1,58,8,13,2
1,59,0,2,2
1,59,8,13,2
1,60,0,3,2
1,60,8,13,2
1,61,0,4,2
1,61,8,13,2
1,62,0,5,2
1,62,8,13,2
1,63,0,6,2
1,63,8,13,2
1,64,14,14,5
1,65,14,14,5
1,66,14,14,5
1,67,14,14,5
1,68,14,14,5
1,69,14,14,5
1,70,14,14,5
1,71,14,14,5
1,72,14,14,5
1,73,14,14,5
1,74,14,14,5
1,75,14,14,5
1,76,14,14,5
1,77,14,14,5
1,78,14,14,5
1,79,14,14,5
1,80,14,14,5
1,81,14,14,5
1,82,14,14,5
1,83,14,14,5
1,84,14,14,5
1,85,14,14,5
1,86,14,14,5
1,87,14,14,5
1,88,14,14,5
1,89,14,14,5
1,90,14,14,5
1,91,14,14,5
1,92,14,14,5
1,93,14,14,5
1,94,14,14,5
1,95,14,14,5
1,96,14,14,5
1,97,14,14,5
1,98,14,14,5
1,99,14,14,5
1,100,14,14,5
1,101,14,14,5
1,102,14,14,5
1,103,14,14,5
1,104,14,14,5
1,105,14,14,5
1,106,14,14,5
1,107,14,14,5
1,108,14,14,5
1,109,14,14,5
1,110,14,14,5
1,111,14,14,5
1,112,14,14,5
1,113,14,14,5
1,114,14,14,5
1,115,14,14,5
1,116,14,14,5
1,117,14,14,5
1,118,14,14,5
1,119,14,14,5
1,120,14,14,5
1,121,14,14,5
1,122,14,14,5
1,123,14,14,5
1,124,14,14,5
1,125,14,14,5
1,126,14,14,5
1,127,14,14,5
1,128,14,14,5
1,129,14,14,5
1,130,14,14,5
1,131,14,14,5
1,132,14,14,5
1,133,14,14,5
1,134,14,14,5
1,135,14,14,5
1,136,14,14,5
1,137,14,14,5
1,138,14,14,5
1,139,14,14,5
1,140,14,14,5
1,141,14,14,5
1,142,14,14,5
1,143,14,14,5
1,144,14,14,5
1,145,14,14,5
1,146,14,14,5
1,147,14,14,5
1,148,14,14,5
1,149,14,14,5
1,150,14,14,5
1,151,14,14,5
1,152,14,14,5
1,153,14,14,5
1,154,14,14,5
1,155,14,14,5
1,156,14,14,5
1,157,14,14,5
1,158,14,14,5
1,159,14,14,5
1,160,14,14,5
1,161,14,14,5
1,162,14,14,5
1,163,14,14,5
1,164,14,14,5
1,165,14,14,5
1,166,14,14,5
1,167,14,14,5
1,168,14,14,5
1,169,14,14,5
1,170,14,14,5
1,171,14,14,5
1,172,14,14,5
1,173,14,14,5
1,174,14,14,5
1,175,14,14,5
1,176,14,14,5
1,177,14,14,5
1,178,14,14,5
1,179,14,14,5
1,180,14,14,5
1,181,14,14,5
1,182,14,14,5
1,183,14,14,5
1,184,14,14,5
1,185,14,14,5
1,186,14,14,5
1,187,14,14,5
1,188,14,14,5
1,189,14,14,5
1,190,14,14,5
1,191,14,14,5
1,192,14,14,5
1,193,14,14,5
1,194,14,14,5
1,195,14,14,5
1,196,14,14,5
1,197,14,14,5
1,198,14,14,5
1,199,14,14,5
1,200,14,14,5
1,201,14,14,5
1,202,14,14,5
1,203,14,14,5
1,204,14,14,5
1,205,14,14,5
1,206,14,14,5
1,207,14,14,5
1,208,14,14,5
1,209,14,14,5
1,210,14,14,5
1,211,14,14,5
1,212,14,14,5
1,213,14,14,5
1,214,14,14,5
1,215,14,14,5
1,216,14,14,5
1,217,14,14,5
1,218,14,14,5
1,219,14,14,5
1,220,14,14,5
1,221,14,14,5
1,222,14,14,5
1,223,14,14,5
1,224,14,14,5
1,225,14,14,5
1,226,14,14,5
1,227,14,14,5
1,228,14,14,5
1,229,14,14,5
1,230,14,14,5
1,231,14,14,5
1,232,14,14,5
1,233,14,14,5
1,234,14,14,5
1,235,14,14,5
1,236,14,14,5
1,237,14,14,5
1,238,14,14,5
1,239,14,14,5
1,240,14,14,5
1,241,14,14,5
1,242,14,14,5
1,243,14,14,5
1,244,14,14,5
1,245,14,14,5
1,246,14,14,5
1,247,14,14,5
1,248,14,14,5
1,249,14,14,5
1,250,14,14,5
1,251,14,14,5
1,252,14,14,5
1,253,14,14,5
1,254,14,14,5
1,255,14,14,5
2,0,1,0,1
2,1,1,1,1
2,3,2,2,1
2,4,2,3,1
2,5,2,4,1
2,6,2,5,1
2,7,2,6,1
2,8,0,0,2
2,8,2,7,2
2,9,0,1,2
2,9,2,7,2
2,10,0,7,1
2,11,0,2,2
2,11,3,7,2
2,12,0,3,2
2,12,3,7,2
2,13,0,4,2
2,13,3,7,2
2,14,0,5,2
2,14,3,7,2
2,15,0,6,2
2,15,3,7,2
2,16,0,0,2
2,16,3,8,2
2,17,0,1,2
2,17,3,8,2
2,18,0,8,1
2,19,0,2,2
2,19,4,8,2
2,20,0,3,2
2,20,4,8,2
2,21,0,4,2
2,21,4,8,2
2,22,0,5,2
2,22,4,8,2
2,23,0,6,2
2,23,4,8,2
2,24,0,0,2
2,24,4,9,2
2,25,0,1,2
2,25,4,9,2
2,26,0,9,1
2,27,0,2,2
2,27,5,9,2
2,28,0,3,2
2,28,5,9,2
2,29,0,4,2
2,29,5,9,2
2,30,0,5,2
2,30,5,9,2
2,31,0,6,2
2,31,5,9,2
2,32,0,0,2
2,32,5,10,2
2,33,0,1,2
2,33,5,10,2
2,34,0,10,1
2,35,0,2,2
2,35,6,10,2
2,36,0,3,2
2,36,6,10,2
2,37,0,4,2
2,37,6,10,2
2,38,0,5,2
2,38,6,10,2
2,39,0,6,2
2,39,6,10,2
2,40,0,0,2
2,40,6,11,2
2,41,0,1,2
2,41,6,11,2
2,42,0,11,1
2,43,0,2,2
2,43,7,11,2
2,44,0,3,2
2,44,7,11,2
2,45,0,4,2
2,45,7,11,2
2,46,0,5,2
2,46,7,11,2
2,47,0,6,2
2,47,7,11,2
2,48,0,0,2
2,48,7,12,2
2,49,0,1,2
2,49,7,12,2
2,50,0,12,1
2,51,0,2,2
2,51,8,12,2
2,52,0,3,2
2,52,8,12,2
2,53,0,4,2
2,53,8,12,2
2,54,0,5,2
2,54,8,12,2
2,55,0,6,2
2,55,8,12,2
2,56,0,0,2
2,56,8,13,2
2,57,0,1,2
2,57,8,13,2
2,58,0,13,1
2,59,0,2,2
2,59,9,13,2
2,60,0,3,2
2,60,9,13,2
2,61,0,4,2
2,61,9,13,2
2,62,0,5,2
2,62,9,13,2
2,63,0,6,2
2,63,9,13,2
2,64,14,14,5
2,65,14,14,5
2,66,14,14,5
2,67,14,14,5
2,68,14,14,5
2,69,14,14,5
2,70,14,14,5
2,71,14,14,5
2,72,14,14,5
2,73,14,14,5
2,74,14,14,5
2,75,14,14,5
2,76,14,14,5
2,77,14,14,5
2,78,14,14,5
2,79,14,14,5
2,80,14,14,5
2,81,14,14,5
2,82,14,14,5
2,83,14,14,5
2,84,14,14,5
2,85,14,14,5
2,86,14,14,5
2,87,14,14,5
2,88,14,14,5
2,89,14,14,5
2,90,14,14,5
2,91,14,14,5
2,92,14,14,5
2,93,14,14,5
2,94,14,14,5
2,95,14,14,5
2,96,14,14,5
2,97,14,14,5
2,98,14,14,5
2,99,14,14,5
2,100,14,14,5
2,101,14,14,5
2,102,14,14,5
2,103,14,14,5
2,104,14,14,5
2,105,14,14,5
2,106,14,14,5
2,107,14,14,5
2,108,14,14,5
2,109,14,14,5
2,110,14,14,5
2,111,14,14,5
2,112,14,14,5
2,113,14,14,5
2,114,14,14,5
2,115,14,14,5
2,116,14,14,5
2,117,14,14,5
2,118,14,14,5
2,119,14,14,5
2,120,14,14,5
2,121,14,14,5
2,122,14,14,5
2,123,14,14,5
2,124,14,14,5
2,125,14,14,5
2,126,14,14,5
2,127,14,14,5
2,128,14,14,5
2,129,14,14,5
2,130,14,14,5
2,131,14,14,5
2,132,14,14,5
2,133,14,14,5
2,134,14,14,5
2,135,14,14,5
2,136,14,14,5
2,137,14,14,5
2,138,14,14,5
2,139,14,14,5
2,140,14,14,5
2,141,14,14,5
2,142,14,14,5
2,143,14,14,5
2,144,14,14,5
2,145,14,14,5
2,146,14,14,5
2,147,14,14,5
2,148,14,14,5
2,149,14,14,5
2,150,14,14,5
2,151,14,14,5
2,152,14,14,5
2,153,14,14,5
2,154,14,14,5
2,155,14,14,5
2,156,14,14,5
2,157,14,14,5
2,158,14,14,5
2,159,14,14,5
2,160,14,14,5
2,161,14,14,5
2,162,14,14,5
2,163,14,14,5
2,164,14,14,5
2,165,14,14,5
2,166,14,14,5
2,167,14,14,5
2,168,14,14,5
2,169,14,14,5
2,170,14,14,5
2,171,14,14,5
2,172,14,14,5
2,173,14,14,5
2,174,14,14,5
2,175,14,14,5
2,176,14,14,5
2,177,14,14,5
2,178,14,14,5
2,179,14,14,5
2,180,14,14,5
2,181,14,14,5
2,182,14,14,5
2,183,14,14,5
2,184,14,14,5
2,185,14,14,5
2,186,14,14,5
2,187,14,14,5
2,188,14,14,5
2,189,14,14,5
2,190,14,14,5
2,191,14,14,5
2,192,14,14,5
2,193,14,14,5
2,194,14,14,5
2,195,14,14,5
2,196,14,14,5
2,197,14,14,5
2,198,14,14,5
2,199,14,14,5
2,200,14,14,5
2,201,14,14,5
2,202,14,14,5
2,203,14,14,5
2,204,14,14,5
2,205,14,14,5
2,206,14,14,5
2,207,14,14,5
2,208,14,14,5
2,209,14,14,5
2,210,14,14,5
2,211,14,14,5
2,212,14,14,5
2,213,14,14,5
2,214,14,14,5
2,215,14,14,5
2,216,14,14,5
2,217,14,14,5
2,218,14,14,5
2,219,14,14,5
2,220,14,14,5
2,221,14,14,5
2,222,14,14,5
2,223,14,14,5
2,224,14,14,5
2,225,14,14,5
2,226,14,14,5
2,227,14,14,5
2,228,14,14,5
2,229,14,14,5
2,230,14,14,5
2,231,14,14,5
2,232,14,14,5
2,233,14,14,5
2,234,14,14,5
2,235,14,14,5
2,236,14,14,5
2,237,14,14,5
2,238,14,14,5
2,239,14,14,5
2,240,14,14,5
2,241,14,14,5
2,242,14,14,5
2,243,14,14,5
2,244,14,14,5
2,245,14,14,5
2,246,14,14,5
2,247,14,14,5
2,248,14,14,5
2,249,14,14,5
2,250,14,14,5
2,251,14,14,5
2,252,14,14,5
2,253,14,14,5
2,254,14,14,5
2,255,14,14,5
3,0,2,0,1
3,1,2,1,1
3,2,2,2,1
3,4,3,3,1
3,5,3,4,1
3,6,3,5,1
3,7,3,6,1
3,8,0,0,2
3,8,3,7,2
3,9,0,1,2
3,9,3,7,2
3,10,0,2,2
3,10,3,7,2
3,11,0,7,1
3,12,0,3,2
3,12,4,7,2
3,13,0,4,2
3,13,4,7,2
3,14,0,5,2
3,14,4,7,2
3,15,0,6,2
3,15,4,7,2
3,16,0,0,2
3,16,4,8,2
3,17,0,1,2
3,17,4,8,2
3,18,0,2,2
3,18,4,8,2
3,19,0,8,1
3,20,0,3,2
3,20,5,8,2
3,21,0,4,2
3,21,5,8,2
3,22,0,5,2
3,22,5,8,2
3,23,0,6,2
3,23,5,8,2
3,24,0,0,2
3,24,5,9,2
3,25,0,1,2
3,25,5,9,2
3,26,0,2,2
3,26,5,9,2
3,27,0,9,1
3,28,0,3,2
3,28,6,9,2
3,29,0,4,2
3,29,6,9,2
3,30,0,5,2
3,30,6,9,2
3,31,0,6,2
3,31,6,9,2
3,32,0,0,2
3,32,6,10,2
3,33,0,1,2
3,33,6,10,2
3,34,0,2,2
3,34,6,10,2
3,35,0,10,1
3,36,0,3,2
3,36,7,10,2
3,37,0,4,2
3,37,7,10,2
3,38,0,5,2
3,38,7,10,2
3,39,0,6,2
3,39,7,10,2
3,40,0,0,2
3,40,7,11,2
3,41,0,1,2
3,41,7,11,2
3,42,0,2,2
3,42,7,11,2
3,43,0,11,1
3,44,0,3,2
3,44,8,11,2
3,45,0,4,2
3,45,8,11,2
3,46,0,5,2
3,46,8,11,2
3,47,0,6,2
3,47,8,11,2
3,48,0,0,2
3,48,8,12,2
3,49,0,1,2
3,49,8,12,2
3,50,0,2,2
3,50,8,12,2
3,51,0,12,1
3,52,0,3,2
3,52,9,12,2
3,53,0,4,2
3,53,9,12,2
3,54,0,5,2
3,54,9,12,2
3,55,0,6,2
3,55,9,12,2
3,56,0,0,2
3,56,9,13,2
3,57,0,1,2
3,57,9,13,2
3,58,0,2,2
3,58,9,13,2
3,59,0,13,1
3,60,0,3,2
3,60,10,13,2
3,61,0,4,2
3,61,10,13,2
3,62,0,5,2
3,62,10,13,2
3,63,0,6,2
3,63,10,13,2
3,64,14,14,5
3,65,14,14,5
3,66,14,14,5
3,67,14,14,5
3,68,14,14,5
3,69,14,14,5
3,70,14,14,5
3,71,14,14,5
3,72,14,14,5
3,73,14,14,5
3,74,14,14,5
3,75,14,14,5
3,76,14,14,5
3,77,14,14,5
3,78,14,14,5
3,79,14,14,5
3,80,14,14,5
3,81,14,14,5
3,82,14,14,5
3,83,14,14,5
3,84,14,14,5
3,85,14,14,5
3,86,14,14,5
3,87,14,14,5
3,88,14,14,5
3,89,14,14,5
3,90,14,14,5
3,91,14,14,5
3,92,14,14,5
3,93,14,14,5
3,94,14,14,5
3,95,14,14,5
3,96,14,14,5
3,97,14,14,5
3,98,14,14,5
3,99,14,14,5
3,100,14,14,5
3,101,14,14,5
3,102,14,14,5
3,103,14,14,5
3,104,14,14,5
3,105,14,14,5
3,106,14,14,5
3,107,14,14,5
3,108,14,14,5
3,109,14,14,5
3,110,14,14,5
3,111,14,14,5
3,112,14,14,5
3,113,14,14,5
3,114,14,14,5
3,115,14,14,5
3,116,14,14,5
3,117,14,14,5
3,118,14,14,5
3,119,14,14,5
3,120,14,14,5
3,121,14,14,5
3,122,14,14,5
3,123,14,14,5
3,124,14,14,5
3,125,14,14,5
3,126,14,14,5
3,127,14,14,5
3,128,14,14,5
3,129,14,14,5
3,130,14,14,5
3,131,14,14,5
3,132,14,14,5
3,133,14,14,5
3,134,14,14,5
3,135,14,14,5
3,136,14,14,5
3,137,14,14,5
3,138,14,14,5
3,139,14,14,5
3,140,14,14,5
3,141,14,14,5
3,142,14,14,5
3,143,14,14,5
3,144,14,14,5
3,145,14,14,5
3,146,14,14,5
3,147,14,14,5
3,148,14,14,5
3,149,14,14,5
3,150,14,14,5
3,151,14,14,5
3,152,14,14,5
3,153,14,14,5
3,154,14,14,5
3,155,14,14,5
3,156,14,14,5
3,157,14,14,5
3,158,14,14,5
3,159,14,14,5
3,160,14,14,5
3,161,14,14,5
3,162,14,14,5
3,163,14,14,5
3,164,14,14,5
3,165,14,14,5
3,166,14,14,5
3,167,14,14,5
3,168,14,14,5
3,169,14,14,5
3,170,14,14,5
3,171,14,14,5
3,172,14,14,5
3,173,14,14,5
3,174,14,14,5
3,175,14,14,5
3,176,14,14,5
3,177,14,14,5
3,178,14,14,5
3,179,14,14,5
3,180,14,14,5
3,181,14,14,5
3,182,14,14,5
3,183,14,14,5
3,184,14,14,5
3,185,14,14,5
3,186,14,14,5
3,187,14,14,5
3,188,14,14,5
3,189,14,14,5
3,190,14,14,5
3,191,14,14,5
3,192,14,14,5
3,193,14,14,5
3,194,14,14,5
3,195,14,14,5
3,196,14,14,5
3,197,14,14,5
3,198,14,14,5
3,199,14,14,5
3,200,14,14,5
3,201,14,14,5
3,202,14,14,5
3,203,14,14,5
3,204,14,14,5
3,205,14,14,5
3,206,14,14,5
3,207,14,14,5
3,208,14,14,5
3,209,14,14,5
3,210,14,14,5
3,211,14,14,5
3,212,14,14,5
3,213,14,14,5
3,214,14,14,5
3,215,14,14,5
3,216,14,14,5
3,217,14,14,5
3,218,14,14,5
3,219,14,14,5
3,220,14,14,5
3,221,14,14,5
3,222,14,14,5
3,223,14,14,5
3,224,14,14,5
3,225,14,14,5
3,226,14,14,5
3,227,14,14,5
3,228,14,14,5
3,229,14,14,5
3,230,14,14,5
3,231,14,14,5
3,232,14,14,5
3,233,14,14,5
3,234,14,14,5
3,235,14,14,5
3,236,14,14,5
3,237,14,14,5
3,238,14,14,5
3,239,14,14,5
3,240,14,14,5
3,241,14,14,5
3,242,14,14,5
3,243,14,14,5
3,244,14,14,5
3,245,14,14,5
3,246,14,14,5
3,247,14,14,5
3,248,14,14,5
3,249,14,14,5
3,250,14,14,5
3,251,14,14,5
3,252,14,14,5
3,253,14,14,5
3,254,14,14,5
3,255,14,14,5
4,0,3,0,1
4,1,3,1,1
4,2,3,2,1
4,3,3,3,1
4,5,4,4,1
4,6,4,5,1
4,7,4,6,1
4,8,0,0,2
4,8,4,7,2
4,9,0,1,2
4,9,4,7,2
4,10,0,2,2
4,10,4,7,2
4,11,0,3,2
4,11,4,7,2
4,12,0,7,1
4,13,0,4,2
4,13,5,7,2
4,14,0,5,2
4,14,5,7,2
4,15,0,6,2
4,15,5,7,2
4,16,0,0,2
4,16,5,8,2
4,17,0,1,2
4,17,5,8,2
4,18,0,2,2
4,18,5,8,2
4,19,0,3,2
4,19,5,8,2
4,20,0,8,1
4,21,0,4,2
4,21,6,8,2
4,22,0,5,2
4,22,6,8,2
4,23,0,6,2
4,23,6,8,2
4,24,0,0,2
4,24,6,9,2
4,25,0,1,2
4,25,6,9,2
4,26,0,2,2
4,26,6,9,2
4,27,0,3,2
4,27,6,9,2
4,28,0,9,1
4,29,0,4,2
4,29,7,9,2
4,30,0,5,2
4,30,7,9,2
4,31,0,6,2
4,31,7,9,2
4,32,0,0,2
4,32,7,10,2
4,33,0,1,2
4,33,7,10,2
4,34,0,2,2
4,34,7,10,2
4,35,0,3,2
4,35,7,10,2
4,36,0,10,1
4,37,0,4,2
4,37,8,10,2
4,38,0,5,2
4,38,8,10,2
4,39,0,6,2
4,39,8,10,2
4,40,0,0,2
4,40,8,11,2
4,41,0,1,2
4,41,8,11,2
4,42,0,2,2
4,42,8,11,2
4,43,0,3,2
4,43,8,11,2
4,44,0,11,1
4,45,0,4,2
4,45,9,11,2
4,46,0,5,2
4,46,9,11,2
4,47,0,6,2
4,47,9,11,2
4,48,0,0,2
4,48,9,12,2
4,49,0,1,2
4,49,9,12,2
4,50,0,2,2
4,50,9,12,2
4,51,0,3,2
4,51,9,12,2
4,52,0,12,1
4,53,0,4,2
4,53,10,12,2
4,54,0,5,2
4,54,10,12,2
4,55,0,6,2
4,55,10,12,2
4,56,0,0,2
4,56,10,13,2
4,57,0,1,2
4,57,10,13,2
4,58,0,2,2
4,58,10,13,2
4,59,0,3,2
4,59,10,13,2
4,60,0,13,1
4,61,0,4,2
4,61,11,13,2
4,62,0,5,2
4,62,11,13,2
4,63,0,6,2
4,63,11,13,2
4,64,14,14,5
4,65,14,14,5
4,66,14,14,5
4,67,14,14,5
4,68,14,14,5
4,69,14,14,5
4,70,14,14,5
4,71,14,14,5
4,72,14,14,5
4,73,14,14,5
4,74,14,14,5
4,75,14,14,5
4,76,14,14,5
4,77,14,14,5
4,78,14,14,5
4,79,14,14,5
4,80,14,14,5
4,81,14,14,5
4,82,14,14,5
4,83,14,14,5
4,84,14,14,5
4,85,14,14,5
4,86,14,14,5
4,87,14,14,5
4,88,14,14,5
4,89,14,14,5
4,90,14,14,5
4,91,14,14,5
4,92,14,14,5
4,93,14,14,5
4,94,14,14,5
4,95,14,14,5
4,96,14,14,5
4,97,14,14,5
4,98,14,14,5
4,99,14,14,5
4,100,14,14,5
4,101,14,14,5
4,102,14,14,5
4,103,14,14,5
4,104,14,14,5
4,105,14,14,5
4,106,14,14,5
4,107,14,14,5
4,108,14,14,5
4,109,14,14,5
4,110,14,14,5
4,111,14,14,5
4,112,14,14,5
4,113,14,14,5
4,114,14,14,5
4,115,14,14,5
4,116,14,14,5
4,117,14,14,5
4,118,14,14,5
4,119,14,14,5
4,120,14,14,5
4,121,14,14,5
4,122,14,14,5
4,123,14,14,5
4,124,14,14,5
4,125,14,14,5
4,126,14,14,5
4,127,14,14,5
4,128,14,14,5
4,129,14,14,5
